type	Ontology ID	NTR	label	parent	term	MIFC	definition	definition source	comment	example of use	EquivalentTo	SubClassOf	has specified input	has specified output	has characteristic	see also IRI	term contributor	curation status	created
3	FOODON:00004040		grape pressing	food component separation	grape pressing			https://en.wikipedia.org/wiki/Pressing_(wine)						pressed grape juice|grape pomace					
3	FOODON:00004041		destemmed grape pressing	grape pressing	destemmed grape pressing		A grape pressing process in which whole grapes or destemmed grape must is input directly into a grape press.	https://en.wikipedia.org/wiki/Pressing_(wine)					grape						
3	FOODON:00004042		whole-cluster grape pressing	grape pressing	whole-cluster grape pressing		A grape pressing process in which whole grapes and grape clusters are input directly into a grape press.	https://en.wikipedia.org/wiki/Pressing_(wine)	By avoiding a maceration process, this technique limits the extraction of phenolics into white wines.				grape cluster						
3	FOODON:00004043		grape crushing and destemming	food component separation	grape crushing and destemming		A food component separation that accomplishes grape crushing and destemming with one device.		"This process may be carried out by a ""stemmer-crusher"" aka ""destemmer-crusher""."				('grape cluster' or 'grape')	destemmed grape must					
																			
3	FOODON:03000660	NTR	fractionation	material component separation	fractionation														
3	FOODON:03000661	NTR	fractionation by chemical structure	fractionation	fractionation by chemical structure														
3	FOODON:03000662	NTR	fractionation along anatomical boundary	fractionation	fractionation along anatomical boundary														
3	FOODON:03000663	NTR	fractionation by form objective	fractionation	fractionation by form objective														
3	FOODON:03000664	NTR	chemical fractionation	fractionation	chemical fractionation														
3	FOODON:00003215		winterization of oil	fractionation	winterization of oil		Winterization of oil is a process that uses a solvent and cold temperatures to separate lipids and other desired oil compounds from waxes. Winterization is a type of fractionation, the general process of separating the triglycerides found in fats and oils, using the difference in their melting points, solubility, and volatility.												
3	FOODON:03460270		food distillation	physical/chemical modification	food distillation														
																			
3	FOODON:00004068		winemaking	food material processing	winemaking		A food material processing which is the production of wine, starting with the selection of the fruit, its fermentation into alcohol, and the bottling or packaging of the finished liquid.	https://en.wikipedia.org/wiki/Winemaking											
3	FOODON:00004069		wine maceration	food modification	wine maceration		A food modification which is a step in winemaking where the phenolic materials of the grape - tannins, coloring agents (anthocyanins) and flavor compounds - are leached from the grape skins, seeds and stems into the must.	https://en.wikipedia.org/wiki/Maceration_(wine)											
3	FOODON:00004070		conventional maceration	wine maceration	conventional maceration		A wine maceration process which occurs in a room temperature environment without other atmospheric controls.????												
3	FOODON:00004071		hot maceration	wine maceration	hot maceration		A method of maceration involving high-temperature treatment of grape must before fermentation.	https://www.bio-conferences.org/articles/bioconf/full_html/2017/02/bioconf-oiv2017_02032	Various techniques of thermo-maceration were developed on the basis of evolution of the industrial technologies. The extraction principle consists in heating the whole grapes or the crushed and destemmed grapes to high temperatures (65–80◦C), promoting the diffusion of phenolics from the skins, especially anthocyanins.[https://www.bio-conferences.org/articles/bioconf/full_html/2017/02/bioconf-oiv2017_02032]										
3	FOODON:00004074		cold maceration	wine maceration	cold maceration		A wine maceration process in which  temperatures of the fermenting must are kept low to encourage extraction by water and added sulfur dioxide rather than relying principally on heat and alcohol to act as a solvent.	https://en.wikipedia.org/wiki/Maceration_(wine)								https://en.wikipedia.org/wiki/Sulfur_dioxide		https://www.sciencedirect.com/science/article/abs/pii/S0023643818304122	
3	FOODON:00004072		limited maceration	wine maceration	limited maceration		A maceration process where seeds and skins of grapes are left in contact with juice or wine for a shorter period of time.												
3	FOODON:00004073		extended maceration	wine maceration	extended maceration		A maceration process where seeds and skins of grapes are left in contact with juice or wine for a longer period of time.												
3	FOODON:00004075		carbonic maceration	wine maceration	carbonic maceration		A maceration process in which whole grapes are fermented in a carbon dioxide rich environment before crushing.  Fermentation occurs within grape tissue, rather than from the skin surface.	https://en.wikipedia.org/wiki/Carbonic_maceration	This method involves filling a sealed vessel with carbon dioxide and then adding whole grapes or grape clusters. ... Carbonic maceration ferments most of the juice while it is still inside the grape, although grapes at the bottom of the vessel are crushed by gravity and undergo conventional fermentation.[https://en.wikipedia.org/wiki/Carbonic_maceration]				grape						
																			
																			
																			
3	FOODON:03000665	NTR	component reduction	material component separation	component reduction		"A food processing method which reduces the relative proportion of one component of a food. ISSUE : Is this always a subcomponent of ""material separation""?"		This is not necessarily a child of food component separation, in the case where new components are made out of the constituents of old components.	Fat reduction									
3	FOODON:03460393		acid reduction	component reduction	acid reduction				LanguaL curation note: Used when a juice, typically orange, has undergone a process specified in 21 CFR 146.148 to reduce the adicity of the food.										
3	FOODON:03460285		alcohol removal	component reduction	alcohol removal				LanguaL curation note: Used for products from which alcohol has been removed.										
3	FOODON:03460286		full alcohol removal	alcohol removal	full alcohol removal				LanguaL curation note: Used for products from which alcohol has been removed to less than 0.5% alcohol by volume.										
3	FOODON:03460287		partial alcohol removal	alcohol removal	partial alcohol removal				LanguaL curation note: Used for products from which alcohol has been removed to 0.5% or more alcohol by volume.										
3	FOODON:03460134		protein removal	component reduction	protein removal														
3	FOODON:03460135		alkaloid or purine removal	component reduction	alkaloid or purine removal														
3	FOODON:03460138		water removal	component reduction	water removal				LanguaL curation note: Used for a liquid or solid product from which a significant amount of water (25% or more of the original weight of the water) has been removed. If dehydration is the primary preservation method, also index *DEHYDRATED OR DRIED*. For soups that require the addition of water, use the appropriate narrower term regardless of whether water was removed or not. Do not use for products that have been rehydrated.										
3	FOODON:03460112		water removal to reconstitution ratio 3 plus 1 or higher	water removal	water removal to reconstitution ratio 3 plus 1 or higher														
3	FOODON:03460113		water removal to reconstitution ratio 2 plus 1	water removal	water removal to reconstitution ratio 2 plus 1														
3	FOODON:03460114		water removal to reconstitution ratio 1 plus 1	water removal	water removal to reconstitution ratio 1 plus 1														
3	FOODON:03460140		decaffeination	component reduction|alkaloid or purine removal	decaffeination														
3	FOODON:03460137		demineralizing	component reduction	demineralizing				LanguaL curation note: Used when one or more naturally present minerals have been fully or partially removed.										
3	FOODON:03460266		carbohydrate removal	component reduction	carbohydrate removal														
3	FOODON:00002414		food solvent extraction	material component separation	food solvent extraction		Extraction of substance(s) from a food source using a solvent such as alcohol, hexane, or ethanol.										https://orcid.org/0000-0002-8844-9165		
3	FOODON:03460161		fat removal	component reduction	fat removal				LanguaL curation note: Used for products that contain less than 60% of the fat naturally present in the food source (more precisely, the part of the food source.) more specific fat levels, which vary from one product type to another, are specified in the extended scope notes for *FAT PARTIALLY REMOVED* and *FAT FULLY REMOVED* in the manual.										
3	FOODON:03460247		partial fat removal	fat removal	partial fat removal				LanguaL curation note: Used for products that contain between 10-20% and 60% of the fat naturally present in the food source. Examples are breakfast cocoa, low fat milk and low-fat cottage cheese.										
3	FOODON:03460324		partial fat removal, 50% or more remaining	partial fat removal	partial fat removal, 50% or more remaining				LanguaL curation note: Used for food products that have had fat partially removed to leave more than 50% fat from a full fat product. An example would 2% milk where full fat milk is 4%.										
3	FOODON:03460325		partial fat removal, less than 50% remaining	partial fat removal	partial fat removal, less than 50% remaining				LanguaL curation note: Used for food products that have had fat removed to leave less than 50% fat from a full fat product. Examples would be 1% milk or 1/2% milk, where full fat milk is 4%.										
3	FOODON:03460248		full fat removal	fat removal	full fat removal				LanguaL curation note: Used for products that contain less than 10-20% of the fat naturally present in the food source. Examples are skim milk, low-fat cocoa and dry-curd cottage cheese.										
3	FOODON:03460236		sodium removal	demineralizing	sodium removal				LanguaL curation note: Used when naturally present sodium has been fully or partially removed. Index also by the appropriate term under *SALT OR SODIUM SPECIAL CLAIM OR USE*.										
3	FOODON:03460295		lactose removal	carbohydrate removal	lactose removal				LanguaL curation note: Used when lactose is removed from the food product as when washing curd for cheese preparation. When lactose content is reduced by enzymatic conversion of lactose, use *LACTOSE CONVERTED*.										
3	FOODON:03460750		gluten removal	protein removal	gluten removal														
																			
3	FOODON:03000666	NTR	comminution	material component separation	comminution		A physical forming process involving the reduction of solid materials from one average particle size to a smaller average particle size, by crushing, grinding, cutting, vibrating, or other processes.	https://en.wikipedia.org/wiki/Comminution											
2	FOODON:03000667	NTR	material (comminuted)	material entity	material (comminuted)		Moist or dry material which has been communited.												
2	FOODON:03000668	NTR	puree	material (comminuted)	puree	puree	cooked food, usually vegetables, fruits or legumes, that has been ground, pressed, blended or sieved to the consistency of a creamy paste or liquid.	https://en.wikipedia.org/wiki/Pur%C3%A9e											
3	FOODON:03000669	NTR	material grinding	comminution	material grinding		A comminution process involving the feeding of input material through a grinder.												
1	FOODON:03000670	NTR	ground (characteristic)	physical object quality	ground (characteristic)		A physical object quality indicating that material has been comminuted into smaller pieces as a result of a grinding process. 		This characteristic doesn't commit to whether a material is moist or dry.										
2	FOODON:03000717	NTR	material (ground)	material (comminuted)	material (ground)		Comminuted material that is output from a material grinding process.												
2	FOODON:03000671	NTR	paste	material (ground)	paste	paste	Ground material which has a smooth and moist or wet texture.												
2	FOODON:03000672	NTR	powder	material (ground)	powder	powder	Ground material which has a powdered characteristic.												
1	FOODON:03000673	NTR	powdered	ground (characteristic)	powdered		A physical object quality indicating that material consists of dry particles, possibly of various sizes, as a result of a grinding process. 		The limit of particle size ranges from very coarse to very fine with some standards to set the gradation of particle size (using sieves) coming from pharmacology.							http://www.uspbpep.com/usp31/v31261/usp31nf26s1_c811.asp|https://pharmastate.academy/powder-fineness-and-sieves/|https://majesticspice.com/why-mesh-size-matters-in-spices-and-how-it-affects-flavor-yield-processing/			
1	FOODON:03000674	NTR	coarsely powdered	powdered	coarsely powdered		A powdered characteristic indicating that material consists of coarsely-sized particles.												
1	FOODON:03000675	NTR	finely powdered	powdered	finely powdered		A powdered characteristic indicating that material consists of fine-sized particles.												
3	FOODON:00002415		food milling	comminution	food milling		The process of milling grain into flour, usually performed by a grist mill, corn mill or flour mill.							food (milled)			https://orcid.org/0000-0002-8844-9165		
3	FOODON:00004533		food grinding	material grinding	food grinding		Material grinding in which the input is food material.			Meat grinding to produce ground meat.							https://orcid.org/0000-0002-8844-9165		
2	FOODON:00002713		food (ground)	material (ground)|food material by process	food (ground)		Comminuted material which has a ground characteristic.												
2	FOODON:00002976		food (powdered)	food (ground)|material (ground)	food (powdered)		Ground food material which has a powdered characteristic.												
3	FOODON:00000071		cutting	comminution	cutting		A process of cutting material into smaller pieces, chunks or slices.										https://orcid.org/0000-0002-8844-9165		
2	FOODON:00004291		food (cut)	food material by process	food (cut)		Solid or semi-solid food material which has been cut.				'food material' and 'is specified output of' some cutting								
3	FOODON:00004474		slicing	cutting	slicing		A cutting process which outputs material with a sliced characteristic.												
2	FOODON:00002455		food (sliced)	food (cut)	food (sliced)		Cut food that has a sliced characteristic.												
1	FOODON:03430137		sliced	food characteristic	sliced		A characteristic of food material which has been cut to an even thickness (height) which is smaller than its width and length.												
																			
3	FOODON:00004534		mincing	food component separation	mincing		The process of cutting food such as meat into very fine pieces.										https://orcid.org/0000-0002-8844-9165		
2	FOODON:03000676	NTR	food (minced)	food (cut)	food (minced)														
1	FOODON:03000677	NTR	minced	food characteristic	minced														
																			
2	FOODON:00004555		food (chunks)	food material by characteristic|food (cut)	food (chunks)														
1	FOODON:03000678	NTR	chunky	food characteristic	chunky														
																			
3	FOODON:03000679	NTR	dicing	cutting	dicing		Dicing is a culinary knife cut in which the food item is cut into small blocks or dice.	https://en.wikipedia.org/wiki/Dicing											
2	FOODON:00004549		food (diced)	food (cut)	food (diced)						'output of' some dicing								
1	FOODON:03000680	NTR	diced	food characteristic	diced														
																			
3	FOODON:03000681	NTR	grating	food component separation	grating														
2	FOODON:00004552		food (grated)	food material by process	food (grated)						'output of' some 'grating'								
2			grater	utensil	grater		A kitchen utensil used to grate or shred foods into fine pieces.	https://en.wikipedia.org/wiki/Grater											
1	FOODON:03000682	NTR	grated	food characteristic	grated														
																			
3	FOODON:03000719	NTR	food shredding	food component separation	food shredding														
2	FOODON:00004553		food (shredded)	food material by process	food (shredded)						'output of' some 'food shredding'								
																			
3	FOODON:03000718	NTR	food pulping	comminution	food pulping		A food component separation process of turning food material into pulp.												
2	FOODON:00004554		food (pulped)	food material by characteristic	food (pulped)						'has quality' some 'pulped' and 'output of' some 'food pulping'								
1	FOODON:03000683	NTR	pulped	food characteristic	pulped														
																			
3	FOODON:00004550		food cubing	food component separation	food cubing		The process of cutting food such as meat into cubic pieces.							food (cubed)			https://orcid.org/0000-0002-8844-9165		
3	FOODON:03460274		food flaking	food component separation	food flaking		TBD		LanguaL curation note: Used only for breakfast cereals made by forcing cooked particles of grain or tiny pellets of dough between very heavy rollers that convert each piece into a single flake.										
																			
																			
																			
3	FOODON:03000684	NTR	material state modulation	material processing	material state modulation		Material processing which involves a change in energy or physical state of a material.	https://en.wikipedia.org/wiki/Energy											
																			
3	FOODON:00002409		physical forming	physical/chemical modification	physical forming		Modification through physical treatment to affect the shape characteristic of material.										https://orcid.org/0000-0002-8844-9165		
3	FOODON:03000685	NTR	force modulation	material state modulation	force modulation		TBD												
3	FOODON:03000686	NTR	kneading	force modulation	kneading		TBD												
3	FOODON:03000687	NTR	compressing (pressing)	force modulation	compressing (pressing)		TBD												
3	FOODON:03000688	NTR	material shaping	force modulation	material shaping		A force modulation of a food material that achieves a transformation in shape.												
3	FOODON:03460192		food texturing	physical forming	food texturing		Modified through physical and/or chemical treatment to promote or affect the tactile quality and appearance of a food product.												
3	FOODON:03460239		food rolling	physical forming	food rolling		TBD		LanguaL curation note: Used for a grain in which the kernels have been physically compressed between heated rollers.										
3	FOODON:03460366		food flattening	physical forming	food flattening		TBD		LanguaL curation note: Used for any process such as rolling or pounding that is applied to dough, paste or meat (veal, chicken breast) in order to flatten the appearance.										
3	FOODON:03460352		food extrusion	physical forming	food extrusion		Modified through a physical or chemical procedure by forcing a food mixture through a die to achieve a particular shape.												
3	FOODON:03460268		food puffing	physical/chemical modification	food puffing		TBD												
							nto long, thick strands												
3	FOODON:03000689	NTR	material agitation	material processing	material agitation		A material modification process in which a single or multi-phase material is forced to flow.		Agitation may be applied to a mixture to maintain a random distribution of components.										
3	FOODON:03000690	NTR	mixing	material agitation	mixing		A material agitation process leading to the random distribution, into and through one another, of two or more materials with initially separate phases.	https://pages.mtu.edu/~fmorriso/cm310/fluids_lecture_15											
3	FOODON:03000691	NTR	passive mixing	mixing	passive mixing		A mixing process in which gas or liquids combine without physical intervention												
3	FOODON:03000692	NTR	stirring	material agitation	stirring		A material agitation process in which a device applies force to a material, causing movement of material components.												
3	FOODON:03460306		emulsification	mixing	emulsification		The mixing of two liquid or solid-liquid components [by a process of severe mixing, stirring and beating] with the objective of creating an emulsion.	https://ebooks.inflibnet.ac.in/ftp02/chapter/size-reduction-2-emulsification-and-homogenization/	LanguaL curation note: Used for products in which two or more phases are mixed very finely but not at the molecular level. A very fine dispersion of a solid in a liquid is called a suspension. A very fine dispersion of one liquid in another immiscible liquid is called an emulsion. Renamed from 'food homogenization or emulsification process' in order to move homogenization into a subclass.										
2	ENVO:00010506		emulsion	material entity	emulsion	emulsion	A mixture of two immiscible (unblendable) substances. One substance (the dispersed phase) is dispersed in the other (the continuous phase).	https://ebooks.inflibnet.ac.in/ftp02/chapter/size-reduction-2-emulsification-and-homogenization/											
3	FOODON:03000693	NTR	homogenization	mixing	homogenization		Food emulsification which has the objective of creating a stable emulsion.												
2	FOODON:03000694	NTR	food (homogenized)	food material by process	food (homogenized)		Food material which has been homogenized.												
2	OBI:0400109		homogenizer	device	homogenizer		A device which performs a homogenization process.												
1	FOODON:03000720		homogenized	physical object quality	homogenized		A physical object quality which indciates that a material has undergone a homogenization process.												
3	FOODON:03000695	NTR	liquid homogenization	homogenization	liquid homogenization		A homogenizatin process involving liquid material inputs.												
3	FOODON:03000696	NTR	solid and liquid homogenization	homogenization	solid and liquid homogenization		A homogenization process involving both solid and liquid material inputs.												
3	FOODON:03000697	NTR	primary homogenization	homogenization	primary homogenization			https://en.wikipedia.org/wiki/Homogenization_(chemistry)											
3	FOODON:03000698	NTR	secondary homogenization	homogenization	secondary homogenization		A homogenization process applied to an input that is an emulsion, producing an emulsion with a reduced droplet size.	https://en.wikipedia.org/wiki/Homogenization_(chemistry)											
																			
																			
			MISCELLANEOUS																
3	FOODON:03460182		candying	physical/chemical modification	candying		A chemical modification involving osmosis in which water within fruit or vegetable material immersed in sugar syrop is replaced by sugar molecules.		LanguaL curation note: Used for whole fruit or pieces of fruit are permeated by sugar to result in a product with sugar solids over 70% (e.g., candied citrus peel or candied cherry). Not used for sugar-coated products or for such products as candied sweet potatoes or glazed carrots, which are merely sweetened by cooking in syrup.										
1	FOODON:03000699	NTR	candied	food characteristic	candied	candied	A characteristic of food material which indicates that it has undergone candying.		A characteristic of food material which indicates that it has undergone candying.										
3	FOODON:03000700	NTR	jellying	physical/chemical modification	jellying		A physical/chemical modification process in which a liquid thickens and transforms into a soft, elastic, semisolid state.	https://en.wiktionary.org/wiki/jelly											
2	FOODON:03000701	NTR	food (jellied)	food material by process	food (jellied)		Food material which is subjected to a jellying process.	https://en.wiktionary.org/wiki/jelly	Both fruit and meat can be jellied.										
1	FOODON:03000702	NTR	jellied	food characteristic	jellied	jellied	A characteristic of food material which indicates that it has undergone a jellying process.	https://en.wiktionary.org/wiki/jelly											
3	FOODON:03460190		pickling	microbial/enzymatic modification	pickling		A process of preserving or extending the shelf life of food by either anaerobic fermentation in brine or immersion in vinegar.	https://en.wikipedia.org/wiki/Pickling	"LanguaL curation note: Also index by other applicable terms from *MICROBIALLY/ ENZYMATICALLY MODIFIED*.  LanguaL definition: ""Treated with acid that may be produced by fermentation or added and/or with salt brine, often in the presence of spices or herbs, producing changes in flavor and texture."""										
2	FOODON:00001079		food (pickled)	food (preserved)	food (pickled)		Food material which is subjected to fermentation or acidification.	https://en.wikipedia.org/wiki/Pickling	Pickled food is often preserved by soaking and storing it in vinegar or brine.										
1	FOODON:03000703	NTR	pickled	food characteristic	pickled	pickled	A characteristic of food material which indicates that it has been pickled.												
3	FOODON:03460197		food bleaching	physical/chemical modification	food bleaching		Treated with chemicals to reduce color, primarily to whiten, e.g., bleached flour.												
3	FOODON:03460198		debittering	food component separation	debittering														
																			
3	FOODON:03000704	NTR	marination	physical/chemical modification	marination		A process of immersing food material in a liquid which may contain seasoning, acidifiers, alcohol, fermented milk products, oil, and enzymatic or alkaline components to flavor and slightly tenderize meats and vegetables before cooking.	https://en.wikipedia.org/wiki/Marination											
2	FOODON:03000705	NTR	marinade	food material by process	marinade														
1	FOODON:03000706	NTR	marinated	food characteristic	marinated	marinated	A characteristic of food material which indicates that it has undergone marination.												
3	FOODON:03460396		marination with acidifier	food acidification|alcohol-acetic acid fermentation	marination with acidifier		A marination process with an acidifier as a defining ingredient.		LanguaL curation note: Used when a food such as meat, fish or vegetables are soaked in a seasoned liquid in order to absorb flavor and, in some instances, to be tenderized. Most marinades contain an acid (lemon juice, vinegar, wine) and herbs or spices; the acid ingredient serves as the tenderizer.										
3	FOODON:03460200		food acidification	food material combination	food acidification		A food material combination process where acid is added to 		LanguaL curation note: Used  when acid is added to a food product at any level.										
2	FOODON:03301625		food (acidified)	food material by process	food (acidified)														
1	FOODON:03000707	NTR	cooked by acidification	food cooking	cooked by acidification														
3	FOODON:03460206		food alkalization	physical/chemical modification	food alkalization		Treated with a solution of alkali (primarily potassium or sodium carbonate). In cacao, alkalization neutralizes acids and leads to changes in flavor and color. In fats and oils, treatment with alkali leads to saponification of free fatty acids; soap and alkali are then removed.												
3	FOODON:03460203		lactose conversion	enzymatic modification	lactose conversion				LanguaL curation note: Used when all or part of the lactose in milk is converted to glucose and galactose through enzymatic action.										
3	FOODON:03460169		food instantizing	food modification	food instantizing				LanguaL curation note: Used for food products modified to reduce cooking time or to enhance dispersion characteristics of powdered or granulated products.										
3	FOODON:03460174		food hydrogenation	physical/chemical modification	food hydrogenation		The saturating or hardening of a vegetable oil to which hydrogen has been chemically added to convert it to a fat.												
3	FOODON:03460254		water addition or removal	food treatment	water addition or removal				LanguaL curation note: Used when water is added or removed in order to change the total solids-to-liquids ratio of a food product.		('water removal' or 'water addition')								
3	FOODON:03460276		food bromination	physical/chemical modification	food bromination														
3	FOODON:03460277		food hydrolyzation	physical/chemical modification	food hydrolyzation														
3	FOODON:03460278		food phosphating process	physical/chemical modification	food phosphating process														
																			
3	FOODON:00002707		food cleaning	physical/chemical modification	food cleaning		The process of cleaning food to separate out environmental materials or body substances.							food (cleaned)			https://orcid.org/0000-0002-8844-9165		
2	FOODON:00002708		food (cleaned)	food material by process	food (cleaned)		Food material which has undergone a cleaning process.												
1	FOODON:03000708	NTR	clean (food adjective)	food characteristic	clean (food adjective)		A food characteristic which indicates that food material has been cleaned.												
3	FOODON:03470106		food smoking	food modification|preservation by reducing water activity	food smoking		Smoking is the process of flavoring, browning, cooking, or preserving food by exposing it to smoke from burning or smoldering material, most often wood.		In the past, smoking was a useful preservation tool, in combination with other techniques, most commonly salt-curing or drying. For some long-smoked foods, the smoking time also served to dry the food. Drying, curing, or other techniques can render the interior of foods inhospitable to bacterial life, while the smoking gives the vulnerable exterior surfaces an extra layer of protection. [Wikipedia]|LanguaL curation note: Used when smoking is used for preservation.								https://orcid.org/0000-0002-8844-9165		
2	FOODON:03310311		food (smoked)	food material by process	food (smoked)		Food material which has undergone food smoking.												
1	FOODON:03000709	NTR	smoked (food adjective)	meat, poultry or fish physical quality	smoked (food adjective)		A meat, poultry or fish physical quality which indicates a food material has undergone a food smoking process.												
3	FOODON:00002814		ikajime	animal harvesting|food treatment	ikajime		An animal harvesting process in which a fish is slaughtered by insertion of a spike quickly and directly into the hindbrain, usually located slightly behind and above the eye, thereby causing immediate brain death, which enables the quality of the fishes' meat to be maintained.	https://en.wikipedia.org/wiki/Ikejime	The technique originated in Japan, but is now in widespread use. [...] When spiked correctly, the fish fins flare and the fish relaxes, immediately ceasing all motion. Destroying the brain and the spinal cord of the fish will prevent reflex action from happening; such muscle movements would otherwise consume adenosine triphosphate (ATP) in the muscle, and as a result produce lactic acid and ammonia, making the fish sour, soggy and less tasteful. Furthermore, the blood contained in the fish flesh retracts to the gut cavity, which produces a better coloured and flavoured fillet, and prolongs shelf life. [Wikipedia]								https://orcid.org/0000-0002-8844-9165		
